Nom;GPS
Institut Français Superieur Prive d'Etudes Commerciales et Comptables (Paris 10e  Arrondissement - 75);48.8771,2.34885
Institut national de podologie Grand Est (Strasbourg - 67);48.57746,7.7393
Alkas Formation (Montpellier - 34);43.6099,3.91354
PROVENCE FORMATION ERUDIS (Avignon - 84);43.91515,4.88613
IFTE IDF (Créteil - 94);48.78333,2.46667
Lycée professionnel Jean Monnet (Montrouge - 92);48.81271,2.30444
AFTRAL CFA Technicien en logistique d'entreposage de Franche-Compté - Antenne de Fesches Le Chatel (Etupes - 25);47.51667,6.9
Ecole Esthetique Cosmetique (Poitiers - 86);46.5835,0.34086
IMC - Institut de management commercial ARTEMYS - Nancy (54);48.68333,6.2
ANTENNE DE CFA COMPAGNONS DU DEVOIR (Troyes - 10);48.2973,4.0744
INSTITUT DE FORMATION AUX AFFAIRES ET A LA GESTION (IFAG) (Lyon 9e  Arrondissement - 69);45.76846,4.80563
I.U.T. d'Allier - site de Vichy (03);46.1198,3.42531
CFAAH Toulouse Auzeville (Castanet-Tolosan - 31);43.5361,1.48749
Lycée De Bagatelle - CFA Académique Midi-Pyrénées (Saint-Gaudens - 31);43.1106,0.74471
I.U.T. de l' Indre (Châteauroux) (36);46.8112,1.68466
Lycée agricole Campus - Lycee Technologique Charles Peguy (Gorges - 44);47.1047,-1.30134
Lycée agricampus de Laval (53);48.0496,-0.79497
CFA académique - Lycée Hôtelier International de Lille (59);50.6283,3.09404
CFA Jean Bosco (Villeneuve d'Ascq)-Lycée Notre-Dame De Grace (Maubeuge - 59);50.2769,3.97598
CFA Régional Jean Bosco - Lycée Jeanne d'Arc (Aulnoye-Aymeries - 59);50.1999,3.8304
CFA académique - Lycée professionnel Henri Senez (Hénin-Beaumont - 62);50.4062,2.96223
CFA académique - Lycée Marguerite Yourcenar (Beuvry - 62);50.5204,2.66597
CFA de la MFR de Bernay en Champagne (Bernay-Neuvy-en-Champagne - 72);48.0749,-0.06414
CFA de Seine-Maritime - Site d'Envermeu (Lycée des métiers du bois) (Mont-Saint-Aignan - 76);49.476,1.09741
Lycée professionnel Carosserie G. Barré (Réseau CFA académique) (Niort - 79);46.3149,-0.43962
CFA Jean Bosco- Lycée Sainte Marie (Bailleul - 59);50.735,2.73291
GRETA-CFA 49 - Lycée Sadi Carnot - Jean Bertin (Saumur - 49);47.2498,-0.06977
Lycée Horticole Camille Godard (Blanquefort - 33);44.8736,-0.67264
CESI Ecole d'ingénieurs (Arras - 62);50.2965,2.73356
CFA AFI24 - Lycée Valentine Labbe (La Madeleine - 59);50.6473,3.07231
CFA Régional Saint Louis- Lycée Baudimont Saint-Charles (Arras - 62);50.2945,2.76632
ANT. CFA ST MALO LP MARITIME CEFCM (Saint-Malo - 35);48.6556,-1.96925
CFA Régional Saint Louis- UFA Jean Bosco (Guînes - 62);50.8697,1.86884
CFA académique - Lycée professionnel Placide Courtoy (Hautmont - 59);50.2802,3.9674
MFR de CORMARANCHE - CFA régional des MFR Rhône Alpes (Plateau d'Hauteville - 01);45.9578,5.60105
Lycée Monge – CFAI DE SAVOIE (Chambéry - 73);45.5638,5.93454
CFAI Loire-Drôme-Ardèche - site de Mably (42);46.066,4.07344
MFR - CFA FRMFREO (Annecy - 74);45.9236,6.13192
FACULTE DES METIERS CFA MUNICIPAL DE LA VILLE DE CANNES (06);43.5536,6.96667
Lycée professionnel Porte Des Alpes - CFA IFA des Alpes (Rumilly - 74);45.8636,5.93997
Lycée Charlie Chaplin - GRETA CFA Lyon Métropole (Décines-Charpieu - 69);45.7738,4.97527
Lycée Robert Doisneau - GRETA CFA Lyon Métropole (Vaulx-en-Velin - 69);45.7766,4.91862
CREATECH - CFA Textile régional (Roanne - 42);46.0369,4.08019
Ecole La Mache - BTP CFA AFRA (Lyon 8e  Arrondissement - 69);45.7371,4.87066
CFA académique - Lycée professionnel Jacques Le Caron (Arras - 62);50.2923,2.74403
ANTENNE CFA CHALLUY LP Coeur de Nievre  (Saint-Saulge - 58);47.1045,3.51444
CFA académique - Lycée Alain (Alençon - 61);48.4389,0.08098
CFA académique- lycée Claude Lehec (Saint-Hilaire-du-Harcouët - 50);48.5717,-1.09812
CFA académique - Lycée Jean Ghehenno (Flers - 61);48.7455,-0.55283
GRETA-CFA LOIRE-ATLANTIQUE - LPO G. Moquet - E. Lenoir (Châteaubriant - 44);47.7275,-1.369
CFA du groupe ESA-UFA lycée privé Nazareth RUILLE (Loir en Vallée - 72);47.7525,0.6191
Lycée Pierre Mendes France - CFA Académique Midi-Pyrénées (Vic-en-Bigorre - 65);43.389,0.05577
GRETA - CFA PROVENCE - Lycée professionnel Pierre Latécoère (Istres - 13);43.5038,4.99456
GRETA-CFA PROVENCE - Lycée Georges Duby (Aix-en-Provence - 13);43.4799,5.41045
GRETA-CFA MARSEILLE MEDITERRANEE - Lycée professionnel Léonard de Vinci (Marseille  7e  Arrondissement - 13);43.2887,5.36458
GRETA-CFA Marseille Méditerranée - Lycée professionnel Floride (La) (Marseille 14e  Arrondissement - 13);43.3373,5.37582
Lycée Roger Deschaux - CFA FIPAG (Sassenage - 38);45.1984,5.66725
IFMEM (Poitiers - 86);46.5589,0.38491
IFMEM EC MANIPULATEUR ELECTRORADIOLO CTRE FORMAT PERS HOSPITALIER (Montpellier - 34);43.6221,3.8555
LGT Félix PROTO (Baie-Mahault - 971);16.2686,-61.5138
LGT ROBERT WEINUM St Martin (Saint-Martin - 978);18.0953,-63.0637
GRETA-CFA LOIRE-ATLANTIQUE - LP Brossaud Blancho (Saint-Nazaire - 44);47.2715,-2.23477
CFA PROMOTRANS (Saint-Ouen - 41);47.8221,1.07664
LPO Gustave Jaume - CFA FIPAG (Pierrelatte - 26);44.3804,4.698
IFPP (Aurillac - 15);44.9278,2.44433
IFFPP (Aurillac - 15);44.9278,2.44433
UFA lycée Robert Schuman (Dugny - 93);48.9493,2.41539
GRETA-CFA VAUCLUSE - Lycée Victor Hugo (Carpentras - 84);44.0465,5.05517
CFA régional de la Cité technique Lycée Pastré Grande Bastide (Marseille  9e  Arrondissement - 13);43.2627,5.42164
Lycée des métiers de l'hôtellerie et du commerce Louis Darmante (Capbreton - 40);43.643,-1.43083
Lycée L'Oiselet - CFA des Métiers des Energies (Bourgoin-Jallieu - 38);45.5908,5.27032
ISEN Lille Cycle préparatoire généraliste (avec le lycée Ozanam) (59);50.6342,3.04871
IFSI Jean Verdier ( AP-HP) - rentrée en septembre (Bobigny - 93);48.90899,2.45433
Institut de Formation en Soins Infirmiers - IFSI et IFAS - BERCK - rentrée en septembre (62);50.4041,1.56311
IFSI Evreux CH Eure-Seine - rentrée en septembre  (27);49.0372,1.14314
CRFPE-CFA ADAMSS (Lille - 59);50.6146,3.03903
Lycée Saint Joseph - BTP CFA AFRA (Lyon 7e  Arrondissement - 69);45.7476,4.85253
CFAI Lyon - CFA Métiers des énergies (Lyon 8e  Arrondissement - 69);45.7327,4.87684
CESI Ecole d'ingénieurs - Campus de Pau (64);43.3176,-0.30903
CESI Ecole d'ingénieurs - Campus de Lille (59);50.6281,3.0711
CESI Ecole d'ingénieurs - Campus de La Rochelle (Lagord - 17);46.1846,-1.14664
CESI Ecole d'ingénieurs - Campus de Reims (51);49.2316,4.01244
CFA Nature site de Luçon-Pétré (Sainte-Gemme-la-Plaine - 85);46.4148,-1.03476
CFA du groupe ESA-UFA lycée Val de Sarthe-Sablé (Sablé-sur-Sarthe - 72);47.8386,-0.30347
IFSI CH du Rouvray Sotteville - rentrée en février (Sotteville-lès-Rouen - 76);49.4008,1.09022
Lycée professionnel Victor Lepine (Caen - 14);49.1708,-0.34187
UFA Lycée de L'Escaut (Valenciennes - 59);50.3661,3.51313
Lycée Rene Perrin - CFA des métiers de l'Energie (Ugine - 73);45.7509,6.41578
Lycée professionnel des métiers Jules Raimu (Nîmes - 30);43.8215,4.32831
CFA La Cadenelle (Marseille 12e  Arrondissement - 13);43.3021,5.45719
GRETA-CFA ALPES PROVENCE - Lycée Dominique Villars (Gap - 05);44.5613,6.07589
GRETA-CFA ALPES PROVENCE - Lycée PIERRE-GILLES DE GENNES (Digne-les-Bains - 04);44.0734,6.18085
Sciences Po – Campus de Paris (Paris  7e  Arrondissement - 75);48.8541,2.3284
EFREI Paris Prépa rentrée février 2022 (Villejuif - 94);48.7897,2.36385
Lycée polyvalent privé Saint-Joseph (Mesnières-en-Bray - 76);49.7623,1.38182
CESI Ecole d'ingénieurs - Campus de Dijon (Quetigny - 21);47.31106,5.09225
EDC Paris Business School - Programme Grande Ecole - Campus de Courbevoie (92);48.8894,2.25311
EM Normandie - Programme Grande Ecole - Parcours francophone - Campus de Paris (Paris 16e  Arrondissement - 75);48.855,2.27275
ESCP Business School (Paris 11e  Arrondissement - 75);48.8644,2.3807
Lycée Saint Ambroise - CFA Créap (Chambéry - 73);45.5705,5.92497
CFA Provence Formation des Métiers des Services - Lycée Marie Gasquet (Marseille 12e  Arrondissement - 13);43.3051,5.41737
CFA Provence Formation des Métiers des Services - Lycée Célony (Aix-en-Provence - 13);43.5301,5.43837
GRETA-CFA ALPES PROVENCE - Lycée professionnel Alpes et Durance Lycée des Métiers pluri-actifs du bois et de l'habitat en montagne (Embrun - 05);44.5595,6.48567
Lycée du Val de Saône - GRETA du Rhône (Trévoux - 01);45.9448,4.76313
CFA Agrilia site de la Roche s/ Yon (Montreuil-sur-Loir - 49);47.5783,-0.38246
CFAI Provence - Lycée Jean Perrin (Marseille 10e  Arrondissement - 13);43.2746,5.42654
GRETA-CFA Vaucluse - Lycée Théodore Aubanel (Avignon - 84);43.9524,4.81196
Lycée Saint Joseph – CFA AKTEAP (Lyon 7e  Arrondissement - 69);45.7476,4.85253
Lycée La Favorite Sainte Therese - CFA IFIR (Lyon 5e  Arrondissement - 69);45.7565,4.80607
Lycée Félix PROTO (Baie-Mahault - 971);16.2686,-61.5138
LYCEE GAMBETTA - GRETA Nord Isère (Bourgoin-Jallieu - 38);45.5882,5.27388
Faculté de Médecine et de Maïeutique-Institut Catholique de Lille (59);50.6328,3.04502
ISEN Ouest Caen Cycle biologie, santé sciences et technologies (14);49.18218,-0.36851
ECAM Arts et Métiers - Ingénieur Généraliste / ECAM Strasbourg-Europe / Cursus Préparatoire International  (67);48.60908,7.70527
CFA académique - Lycée professionnel Risle-Seine (Pont-Audemer - 27);49.3538,0.51993
CFA régional de la Cité technique- UFA La Salle – Avignon (84);43.9485,4.81615
IFTP Institut de Formation de Travaux Publics (Saint-Affrique - 12);43.9603,2.85056
CENTRE DE FORMATION CONTINUE DES CHÊNES (Carpentras - 84);44.05,5.05
CFA AFANEM (Alfortville - 94);48.7863,2.42475
Lycée Sainte-Marie (Caen - 14);49.1891,-0.35573
Suptertiaire (Paris 19e  Arrondissement - 75);48.8824,2.37236
GRETA de l'Eure (Evreux - 27);49.0179,1.15648
GRETA du Calvados- Lycée Arcisse de Caumont Bayeux (14);49.2843,-0.70974
CFA Régional Jean Bosco- Lycée Jean-Paul II (Denain - 59);50.3224,3.38196
ISEN Méditerranée (Toulon - 83);43.2938,5.47417
ELISA Aerospace Sciences et Ingénierie  - Industrie des Transports  (Saint-Jean-d'Illac - 33);44.8097,-0.78259
Ecole Universitaire de premier cycle - Université Paris-Saclay (Saint-Aubin - 91);48.7018,2.16757
École nationale vétérinaire de Toulouse (31);43.5997,1.38278
ISO (Rennes - 35);48.1044,-1.67082
Lycée professionnel Gabriel Voisin (Troyes - 10);48.315,4.07042
GRETA-CFA PROVENCE -Lycée Émile Zola (Aix-en-Provence - 13);43.5112,5.44468
Sciences Po - campus de Nancy - Institut d'études politiques (54);48.68333,6.2
CYTECH - Pau (64);43.3193,-0.36049
Concours GalaxY Bachelor (Cergy - 95);49.0347,2.06997
CY Tech - Cergy (95) / CY - Ecole de Design (95);49.0347,2.06997
Pôle Thuillier / Michelis - Lycée Louis Thuillier (Amiens - 80);49.8746,2.29673
Pôle Hector Berlioz / Hélène Boucher - Lycée Hector Berlioz (Vincennes - 94);48.8466,2.42692
Pôle Thuillier / Michelis - Lycée  Louis Thuillier (Amiens - 80);49.8746,2.29673
Excelia Tourism and Hospitality School (La Rochelle - 17);46.1407,-1.15601
EBS Paris - Programme Grande Ecole - English track - Campus de Paris (Paris 15e  Arrondissement - 75);48.838,2.29131
SKEMA Business School - Campus de Lille (59);50.6368,3.07407
Lycée professionnel Delphine Gay (Bourganeuf - 23);45.9548,1.74965
CESI Ecole d'ingénieurs (Lagord - 17);46.1846,-1.14664
Lycée Blaise Pascal -CFAéna-Réseau des GRETA d'Auvergne (Ambert - 63);45.5458,3.74561
Lycée professionnel Jeanne D'Arc (Le Péage-de-Roussillon - 38);45.3708,4.80106
CLRP-IFSI SANTELYS (Loos - 59);50.6,3.03287
Cité scolaire Jean Moulin - CFA FIPAG (Albertville - 73);45.6746,6.39025
Lycée Charles Baudelaire - CFA FIPAG (Annecy - 74);45.8964,6.09553
GRETA-CFA DE VENDEE - LP Eric Tabarly (Les Sables-d'Olonne - 85);46.5166,-1.7676
Lycée agricole de la Haute Somme-Péronne (80);49.9365,2.92798
CFA de l'Industrie 84 - Antenne de Pertuis (Avignon - 84);43.9164,4.89244
CCI Sud Formation - CFA LR - Ets de Montpellier CS - CFA Sud Tourisme (34);43.6216,3.83243
CFA Régional Saint Louis- Lycée Théophile Legrand (Louvroil - 59);50.27179,3.96332
Lycée Louis Lachenal - BTP CFA AFRA (Argonay - 74);45.9381,6.13318
MFR FRMFREO LE PARC MONTBRISON - CFA régional des MFR Rhône Alpes (42);45.6013,4.07009
Lycée polyvalent SCHNEIDER ELECTRIC (Saint-Martin-d'Hères - 38);45.1612,5.72108
Lycée Joseph-Marie Carriat - CFA IFIR (Bourg-en-Bresse - 01);46.197,5.22398
Lycée Jean Monnet - BTP CFA AFRA (Saint-Etienne - 42);45.4175,4.42119
Lycée La Martiniere Monplaisir - BTP CFA AFRA (Lyon 8e  Arrondissement - 69);45.7399,4.86873
Lycée Hector Guimard - GRETA CFA Lyon Métropole (Lyon 7e  Arrondissement - 69);45.7457,4.85796
Lycée La Martinière Duchère - GRETA CFA Lyon Métropole (Lyon 9e  Arrondissement - 69);45.7855,4.79556
CFA académique - Lycée professionnel Pierre et Marie Curie (Aulnoye-Aymeries - 59);50.1974,3.83798
Lycée professionnel des Monts Du Lyonnais - CFA de l'IFIR (Chazelles-sur-Lyon - 42);45.637,4.38694
Lycée Sainte Barbe-La Salle - BTP CFA AFRA (Saint-Etienne - 42);45.4288,4.38493
Purple Campus Alès (ex-CCI Sud Formation) (30);44.1207,4.07483
CFA Académique - Lycée Andre Malraux (Béthune - 62);50.5206,2.65294
CFA académique-Lycée Jules Verne (Mondeville - 14);49.168,-0.32733
CFA académique - Lycée Alexis de Tocqueville (Cherbourg-en-Cotentin - 50);49.6296,-1.60654
CFA académique- Lycée Alain (Alençon - 61);48.4389,0.08098
CFA des MFR 85-Mouilleron Saint-Germain (85);46.6749,-0.84812
Lycée La Borde Basse - CFA Académique Midi-Pyrénées (Castres - 81);43.6255,2.25965
Lycée polyvalent Charles de Gaulle - CFA Académique Midi Pyrénées (Muret - 31);43.4995,1.30972
CCI Sud Formation-CFA LR-Ets de Montpellier CS-CFA Sud Tourisme (34);43.6216,3.83243
CFA académique - Cité Scolaire Pierre Forest (Maubeuge - 59);50.2785,3.98166
GRETA-CFA Marseille Méditerranée - Lycée Victor Hugo (Marseille  3e  Arrondissement - 13);43.3047,5.37969
CFA académique - Lycée Colbert Tourcoing (59);50.7254,3.15711
GRETA-CFA LOIRE-ATLANTIQUE - Lycée N. Appert (Orvault - 44);47.2509,-1.6068
Purple Campus Narbonne (ex-CCI Sud Formation)  (11);43.157,2.98266
ISCO - BTP CFA AFRA (Grenoble - 38);45.1611,5.72396
L'Ecole By CCI Haute-Savoie ANNECY (74);45.909,6.12554
Lycée Andre Argouges - CFA IFAIP (Grenoble - 38);45.1767,5.74588
GRETA-CFA PROVENCE - Lycée professionnel Gambetta (Aix-en-Provence - 13);43.5205,5.45964
CFA académique - Lycée professionnel Jean Mermoz (Vire Normandie - 14);48.8394,-0.87865
CFA NANTES TERRE ATLANTIQUE - Site de Guérande (44);47.3406,-2.42308
CFA des MFR 85 - site de St Gilles Croix de Vie (Saint-Gilles-Croix-de-Vie - 85);46.6944,-1.90819
CFA INST DES SERV A ENVIRONNEMENT (Lille - 59);50.653,2.98362
UFA BTS MHR Lycée Lesdiguières (Grenoble - 38);45.1676,5.70923
ESIEE Paris cycle généraliste  (Noisy-le-Grand - 93);48.83982,2.58357
LP/LGT Les PERSEVERANTS (Baie-Mahault - 971);16.2686,-61.5138
Lycée professionnel Theophile Gautier (Paris  4e  Arrondissement - 75);48.8549,2.36608
HEI Lille  Cycle préparatoire généraliste (avec le Lycée La Salle) (59);50.6338,3.04505
CESI Ecole Supérieure de l'Alternance  - Campus de Bordeaux  (33);44.8651,-0.577
CESI Ecole Supérieure de l'Alternance - Campus de La Rochelle   (Lagord - 17);46.1846,-1.14664
CESI Ecole Supérieure de l'Alternance - Campus d'Orléans  (45);47.8452,1.94062
CESI Ecole Supérieure de l'Alternance - Campus de Dijon  (Quetigny - 21);47.31106,5.09225
CESI Ecole Supérieure de l'Alternance - Campus de Dijon (Quetigny - 21);47.31106,5.09225
IFSI CHR Orléans (45);47.83654,1.92046
MFR LE VILLARET (Thônes - 74);45.8865,6.32672
CFA IREAM (Amiens - 80);49.8941,2.29575
Antenne CFA CFAI Grand Ouest Normandie Caen - site Cherbourg-en-Cotentin (50);49.60419,-1.5961
Lycée professionnel du Gast-Dumorey (Chalon-sur-Saône - 71);46.7787,4.84286
Lycée Iles Du Nord (Saint-Martin - 978);18.0696,-63.0776
Institut des carrières européennes de l'expertise (Nantes - 44);47.21667,-1.55
Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées (Paris 15e  Arrondissement - 75);48.8473,2.27938
CFA Régional du Transport et de la Logistique en Auvergne (Cournon-d'Auvergne - 63);45.75079,3.15165
Lycée Demotz De La Salle (Rumilly - 74);45.868,5.9448
Audencia Business School - Centrale Nantes (44);47.2062,-1.57532
Lycée professionnel Agricole Le Restmeur (Pabu - 22);48.58633,-3.14608
Centre regional associe Cnam Saint Denis (Le Port - 974);48.93333,2.35833
GRETA Saint-Martin et Saint-Barthélémy (978);21.2846,-72.14434
ESMP Ecole Supérieure (Mâcon - 71);46.3,4.83333
CFA de l'industrie Rouen/Dieppe (Campus Elbeuf) (Le Mesnil-Esnard - 76);49.4142,1.14569
Lycée professionnel Le Marais Sainte Therese (Saint-Etienne - 42);45.4516,4.38961
Lycée professionnel La Favorite Sainte Thérèse (Sainte-Foy-lès-Lyon - 69);45.7459,4.78803
CFA du transport et de la logistique (Sainte-Luce-sur-Loire - 44);47.27478,-1.46564
Lycée Champagnat (Saint-Symphorien-sur-Coise - 69);45.63119,4.45873
Hitema High-Tech Management - Etablissement d'Enseignement Supérieur Technique Privé (Issy-les-Moulineaux - 92);48.82559,2.26762
CFA Intégrale Sécurité Formations - PUGET SUR ARGENS (83);43.4507,6.68035
Centre régional associé au conservatoire national des arts et métiers Champagne-Ardenne (Châlons-en-Champagne - 51);48.95833,4.36667
CNAM Grand Est - Saint-Dié (Saint-Dié-des-Vosges - 88);48.28333,6.95
Organisme de formation - Centre de formation d'apprentis IFP Bordeaux (33);44.8495,-0.57517
Lycée professionnel agricole de Saint Joseph (974);-21.38179,55.60653
GRETA de Lille - Lycée professionnel des Hauts de Flandres (Seclin - 59);50.5438,3.02604
Organisme de formation-Centre de formation d'apprentis Sustainable Development Management Institute (Palaiseau - 91);48.7017,2.23567
CFA de l'industrie nord Franche-Comté - site de Belfort (Exincourt - 25);47.501,6.84118
Lycée agricole Kerustum (Quimper - 29);47.9802,-4.09327
Lycée Déodat De Séverac (Toulouse - 31);43.5884,1.42651
Groupe Antoine de ST Exupéry-Site de Vitré-antenne CFA (35);48.1191,-1.20363
GRETA-CFA LOIRE-ATLANTIQUE - LGT La Herdrie (Basse-Goulaine - 44);47.1943,-1.44466
Lycée général privé Saint Benoit Site Collégiale (Angers - 49);47.4694,-0.5516
CFA CCI Mayenne - Institut d'Informatique Appliquée (Saint-Berthevin - 53);48.0634,-0.81198
CFA académique - Lycée Camille Claudel (Fourmies - 59);50.0105,4.04416
CFA AFi24 - Lycée Gustave Eiffel (Armentières - 59);50.68919,2.87196
I.U.T. de Schiltigheim - CFAU Alsace (67);48.6071,7.70828
Lycée Julien Wittmer - IFRIA Bourgogne Franche Comté (Charolles - 71);46.435,4.27243
Lycée du Bocage - Costa de Beauregard (Chambéry - 73);45.5646,5.91778
CFA académique - Lycée Louis Pasteur (Lille - 59);50.6412,3.06837
CFA académique - Lycée Valentine Labbe (La Madeleine - 59);50.6473,3.07231
CESI Ecole d'ingénieurs (Saint-Nazaire - 44);47.2524,-2.25752
UFA DU LCEE JACQUES PREVERT (Combs-la-Ville - 77);48.6552,2.56416
cfa académique antenne paul langevin (La Seyne-sur-Mer - 83);43.1146,5.8559
ESIEA Paris Section internationale (Ivry-sur-Seine - 94);48.8146,2.37841
ADAMSSE CFA - Sup Social (La Roche-sur-Yon - 85);46.6888,-1.42616
CFA Agrilia - site  LA MENITRE (Montreuil-sur-Loir - 49);47.5783,-0.38246
UFA Val de Beauté/La Source (Nogent-sur-Marne - 94);48.83,2.46544
CESI Ecole d'ingénieurs - Campus de Caen (Hérouville-Saint-Clair - 14);49.2129,-0.35547
CESI Ecole d'ingénieurs - Campus de Lyon (Ecully - 69);45.7834,4.7653
CESI Ecole d'ingénieurs - Campus du Mans (Le Mans - 72);48.01953,0.15719
CESI Ecole d'ingénieurs - Campus d'Orléans (45);47.8452,1.94062
IFSI CHU de Toulouse - Site de Saint-Gaudens - rentrée en septembre (31);43.6017,1.4038
IFSI CHU Poitiers - rentrée en septembre (86);46.5655,0.38231
Lycée Etienne Mimard - GRETA Loire (Saint-Etienne - 42);45.4375,4.39699
